date      KO       IBM     CAT VW   EW  SP
19921030 0.003086 -0.171827 0.005276 0.010986 0.016224 0.002106
19921130 -0.018092 0.038654 0.086124 0.040193 0.066686 0.030262
19921231 0.053459 -0.261905 -0.055066 0.017768 0.035677 0.010108
19930129 0.01194 0.022333 0.049417 0.012643 0.067612 0.007046
19930226 0 0.066311 0.033408 0.005402 -0.007198 0.010484
19930331 0.009912 -0.064368 0.019397 0.025116 0.031465 0.018697
19930430 -0.076246 -0.044226 0.173784 -0.0254 -0.011112 -0.025417
19930528 0.053968 0.095938 0.034296 0.029598 0.03874 0.022717
19930630 0.040241 -0.063981 0.045375 0.00544 0.013419 0.000755
19930730 0.005814 -0.098734 0.028715 -0.000795 0.013719 -0.005327
19930831 0.00289 0.033708 0.069919 0.039479 0.039698 0.034432
19930930 -0.022017 -0.081967 -0.039514 0.000641 0.025507 -0.009988
19931029 0.026627 0.095238 0.160127 0.018064 0.040518 0.019393
19931130 -0.027781 0.17663 -0.068306 -0.017606 -0.024467 -0.012911
19931231 0.0625 0.048724 0.043988 0.019513 0.01619 0.010091
19940131 -0.084034 0 0.171629 0.031466 0.049166 0.032501
19940228 0.042813 -0.059735 0.040816 -0.024224 -0.009952 -0.030045
19940331 -0.042346 0.033097 0.036909 -0.045795 -0.045962 -0.045746
19940429 0.027692 0.052632 -0.020912 0.009478 -0.011728 0.011531
19940531 -0.035928 0.1 -0.027304 0.00936 -0.000831 0.012419
19940630 0.014161 -0.06746 -0.064327 -0.027909 -0.028182 -0.026812
19940729 0.092308 0.053191 0.08675 0.030633 0.015778 0.031467
19940831 0.03662 0.111111 0.064591 0.042597 0.036756 0.037643
19940930 0.061304 0.016423 -0.061755 -0.018363 0.004865 -0.026898
19941031 0.03599 0.070018 0.106697 0.01452 -0.003305 0.020834
19941130 0.018759 -0.04698 -0.094142 -0.037219 -0.040741 -0.039505
19941230 0.007335 0.038869 0.018476 0.012609 -0.013424 0.012299
19950131 0.019417 -0.018707 -0.063492 0.020399 0.02786 0.024278
19950228 0.047619 0.046794 0.004866 0.039615 0.028369 0.036074
19950331 0.029 0.091362 0.075061 0.027041 0.019518 0.027329
19950428 0.031042 0.152207 0.058559 0.025048 0.026976 0.02796
19950531 0.060215 -0.014531 0.029915 0.034007 0.02027 0.036312
19950630 0.038053 0.032258 0.06639 0.031173 0.049917 0.021279
19950731 0.029412 0.134115 0.100778 0.040783 0.054708 0.031776
19950831 -0.020952 -0.04822 -0.046181 0.009305 0.032043 -0.00032
19950929 0.077354 -0.085852 -0.1527 0.036362 0.0264 0.040098
19951031 0.041667 0.029101 0.003956 -0.011317 -0.041473 -0.004979
19951130 0.056974 -0.003856 0.081498 0.042708 0.016659 0.041049
19951229 -0.019802 -0.054334 -0.04277 0.01519 0.008928 0.017444
19960131 0.015152 0.187414 0.101702 0.028144 0.034657 0.032617
19960229 0.07131 0.132488 0.036893 0.01631 0.032305 0.006934
19960329 0.027864 -0.092762 0.018727 0.010927 0.024086 0.007917
19960430 -0.015106 -0.031461 -0.051838 0.025511 0.058049 0.013431
19960531 0.128834 -0.006032 0.023392 0.0268 0.062615 0.022853
19960628 0.067935 -0.0726 0.032381 -0.008298 -0.032167 0.002257
19960731 -0.043367 0.085859 -0.021771 -0.053819 -0.079602 -0.045748
19960830 0.072 0.067209 0.045541 0.032463 0.045634 0.018814
19960930 0.014925 0.088525 0.094374 0.053035 0.028753 0.054173
19961031 -0.007371 0.036145 -0.084245 0.013739 -0.020842 0.026131
19961129 0.014851 0.238178 0.153005 0.065569 0.024696 0.073376
19961231 0.02934 -0.049412 -0.048973 -0.011388 -0.002604 -0.021505
19970131 0.099762 0.035479 0.036877 0.053473 0.063831 0.061317
19970228 0.053996 -0.081434 0.008052 -0.001122 -0.010299 0.005928
19970331 -0.08377 -0.045217 0.025559 -0.044868 -0.049224 -0.042614
19970430 0.141256 0.169399 0.114019 0.042373 -0.021596 0.058406
19970530 0.076621 0.080374 0.09691 0.071624 0.085194 0.058577
19970630 -0.005255 0.043353 0.099872 0.044095 0.043145 0.043453
19970731 0.016544 0.171745 0.04773 0.076514 0.048824 0.078123
19970829 -0.170886 -0.03948 0.03683 -0.03629 0.027605 -0.057446
19970930 0.066783 0.045623 -0.071044 0.058499 0.081737 0.053154
19971031 -0.071721 -0.070755 -0.045191 -0.034436 -0.026145 -0.034478
19971128 0.106225 0.113706 -0.064634 0.030404 -0.022063 0.044587
19971231 0.067 -0.044521 0.011734 0.017817 -0.023875 0.015732
19980130 -0.029053 -0.056153 -0.005155 0.004502 0.015367 0.01015
19980227 0.059846 0.05962 0.136719 0.073303 0.060451 0.070449
19980331 0.130601 -0.005386 0.009164 0.051301 0.046884 0.049946
19980430 -0.020178 0.115523 0.038593 0.010903 0.023243 0.009076
19980529 0.032949 0.015922 -0.035126 -0.025748 -0.042571 -0.018826
19980630 0.092823 -0.022872 -0.036974 0.031944 -0.02915 0.039438
19980731 -0.05848 0.154056 -0.077614 -0.023367 -0.050546 -0.011615
19980831 -0.190994 -0.14834 -0.134021 -0.157839 -0.196383 -0.145797
19980930 -0.11286 0.140954 0.059524 0.063827 0.043248 0.062396
19981030 0.172451 0.155642 0.016573 0.074393 0.037827 0.080294
19981130 0.039223 0.113434 0.100139 0.062024 0.075912 0.059126
19981231 -0.043711 0.116578 -0.069532 0.063051 0.018861 0.056375
19990129 -0.025187 -0.006102 -0.051902 0.038456 0.064848 0.041009
19990226 -0.02201 -0.072469 0.051948 -0.038085 -0.042172 -0.032283
19990331 -0.036634 0.044183 0.00823 0.037932 -0.001373 0.038794
19990430 0.108961 0.180183 0.407891 0.049105 0.0839 0.037944
19990528 0.006428 0.1102 -0.147573 -0.020708 0.025134 -0.02497
19990630 -0.092555 0.114224 0.093394 0.05082 0.038391 0.054438
19990730 -0.023185 -0.027563 -0.0175 -0.030716 0.007271 -0.032046
19990831 -0.012384 -0.007996 -0.034115 -0.009987 -0.030607 -0.006254
19990930 -0.190637 -0.0286 -0.032009 -0.022846 -0.01425 -0.028552
19991029 0.222798 -0.188017 0.015051 0.062147 -0.001351 0.062539
19991130 0.141483 0.050204 -0.161582 0.036822 0.091409 0.019062
19991231 -0.133023 0.046695 0.014825 0.083758 0.08483 0.057844
20000131 -0.013948 0.040556 -0.091368 -0.039612 0.05061 -0.050904
20000229 -0.153428 -0.083563 -0.173785 0.031777 0.120436 -0.020108
20000331 -0.031208 0.148418 0.124777 0.0535 -0.000429 0.09672
20000428 0.006658 -0.055085 0.008241 -0.05953 -0.088504 -0.030796
20000531 0.12963 -0.03583 -0.030111 -0.038871 -0.057324 -0.021915
20000630 0.079297 0.020373 -0.114379 0.051597 0.079228 0.023934
20000731 0.067465 0.026241 0.015572 -0.017712 -0.019354 -0.016341
20000831 -0.141692 0.175142 0.078899 0.075007 0.059257 0.060699
20000929 0.050736 -0.147727 -0.081633 -0.051145 -0.040102 -0.053483
20001031 0.095238 -0.124444 0.048963 -0.024492 -0.066807 -0.004949
20001130 0.040083 -0.049442 0.121212 -0.102371 -0.118559 -0.080069
20001229 -0.026946 -0.090909 0.203498 0.020426 -0.007035 0.004053
20010131 -0.048205 0.317647 -0.058177 0.039599 0.225012 0.034637
20010228 -0.08569 -0.106875 -0.059249 -0.099099 -0.074508 -0.092291
20010330 -0.145012 -0.037237 0.066827 -0.07039 -0.072696 -0.064205
20010430 0.022808 0.19713 0.138801 0.083831 0.076441 0.076814
20010531 0.026196 -0.027792 0.078884 0.010458 0.062201 0.00509
20010629 -0.046835 0.010733 -0.075886 -0.017554 0.00772 -0.025004
20010731 -0.008889 -0.068938 0.107892 -0.018294 -0.028407 -0.010772
20010831 0.091256 -0.048665 -0.092559 -0.05898 -0.035009 -0.064108
20010928 -0.033696 -0.082341 -0.104 -0.091488 -0.127801 -0.081723
20011031 0.021985 0.17826 0.006027 0.027833 0.078105 0.018099
20011130 -0.015455 0.07088 0.060376 0.07878 0.08081 0.075176
20011231 0.004046 0.046457 0.101856 0.017848 0.057742 0.007574
20020131 -0.07211 -0.108052 -0.031005 -0.015977 0.018178 -0.015574
20020228 0.0832 -0.089258 0.104017 -0.021695 -0.03306 -0.020766
20020328 0.106985 0.059927 0.02414 0.044682 0.074666 0.036739
20020430 0.062189 -0.194615 -0.033069 -0.049617 -0.003169 -0.061418
20020531 0.000901 -0.037727 -0.043025 -0.010523 -0.015518 -0.009081
20020628 0.011519 -0.105034 -0.063516 -0.070249 -0.067318 -0.072465
20020731 -0.108214 -0.022222 -0.079673 -0.081152 -0.107499 -0.078995
20020830 0.021225 0.072869 -0.023714 0.007979 0.006337 0.004881
20020930 -0.055686 -0.226453 -0.147113 -0.09992 -0.08449 -0.110013
20021031 -0.030859 0.353799 0.106932 0.074923 0.042773 0.086436
20021129 -0.013769 0.10299 0.221542 0.061271 0.117775 0.05707
20021231 -0.039439 -0.108375 -0.083768 -0.053313 -0.040159 -0.060333
20030131 -0.077099 0.009032 -0.030402 -0.023392 0.006068 -0.027415
20030228 -0.005932 -0.001279 0.068668 -0.01539 -0.021448 -0.017004
20030331 0.011934 0.006158 0.046809 0.010325 0.009434 0.008358
20030430 -0.001976 0.082494 0.076219 0.082762 0.098222 0.081044
20030530 0.12797 0.038869 -0.008555 0.063471 0.133177 0.050899
20030630 0.023261 -0.062926 0.067306 0.016336 0.049741 0.011322
20030731 -0.031028 -0.015152 0.218469 0.023112 0.061927 0.016224
20030829 -0.032244 0.011323 0.064621 0.024966 0.047429 0.017873
20030930 -0.007813 0.077064 -0.041626 -0.009112 0.025239 -0.011944
20031031 0.080075 0.013019 0.069872 0.060319 0.08093 0.054962
20031128 0.006897 0.013634 0.0378 0.016593 0.038147 0.007129
20031231 0.091398 0.023636 0.09165 0.045489 0.038908 0.050765
20040130 -0.029754 0.070673 -0.054445 0.023049 0.065763 0.017276
20040227 0.014622 -0.025899 -0.030462 0.015458 0.01372 0.012209
20040331 0.011809 -0.04829 0.043828 -0.010674 0.006293 -0.016359
20040430 0.005368 -0.039961 -0.012268 -0.024232 -0.04359 -0.016791
20040528 0.015424 0.006805 -0.030619 0.014068 0.002592 0.012083
20040630 -0.012074 -0.004967 0.05428 0.021578 0.022729 0.017989
20040730 -0.131141 -0.012252 -0.069738 -0.037666 -0.051082 -0.034291
20040831 0.01938 -0.025267 -0.01075 0.002714 -0.004725 0.002287
20040930 -0.098636 0.012398 0.106602 0.020547 0.041594 0.009364
20041029 0.015231 0.046769 0.006215 0.017805 0.020837 0.014014
20041130 -0.027054 0.052033 0.136702 0.048207 0.079929 0.038595
20041231 0.059272 0.046053 0.065101 0.035177 0.05292 0.032458
20050131 -0.003602 -0.052343 -0.082043 -0.026552 -0.029278 -0.02529
20050228 0.031574 -0.007065 0.066779 0.022681 0.016637 0.018903
20050331 -0.01986 -0.012962 -0.03798 -0.016948 -0.031835 -0.019118
20050429 0.042477 -0.16415 -0.03259 -0.025185 -0.046509 -0.020109
20050531 0.027394 -0.008248 0.068824 0.037954 0.043808 0.029952
20050630 -0.058257 -0.017869 0.012751 0.011533 0.032153 -0.000143
20050729 0.048144 0.124798 0.136502 0.043325 0.058745 0.035968
20050831 0.005484 -0.031632 0.029308 -0.005946 -0.007217 -0.011222
20050930 -0.012045 -0.004962 0.058749 0.010606 0.01053 0.006949
20051031 -0.009493 0.020693 -0.100596 -0.020877 -0.033876 -0.017741
20051130 0.004441 0.088178 0.098688 0.040329 0.034319 0.035186
20051230 -0.055751 -0.075366 -0.000173 0.003456 0.013484 -0.000952
20060131 0.026544 -0.010949 0.179678 0.040033 0.076354 0.025467
20060228 0.014258 -0.010578 0.076289 -0.00164 0.004836 0.000453
20060331 0.005004 0.027792 -0.017378 0.019053 0.036978 0.011065
20060428 0.00215 -0.001576 0.058209 0.012964 0.009791 0.012187
20060531 0.049333 -0.02599 -0.036837 -0.031045 -0.044331 -0.030917
20060630 -0.015898 -0.038548 0.020973 -0.000386 -0.008479 8.7e-05
20060731 0.034403 0.00768 -0.044441 -0.001884 -0.022698 0.005086
20060831 0.006966 0.049864 -0.063779 0.025048 0.025011 0.021274
20060929 0.004017 0.01198 -0.008289 0.019424 0.009006 0.024566
20061031 0.045658 0.1268 -0.072796 0.037134 0.046211 0.031508
20061130 0.00899 -0.001191 0.021743 0.023705 0.031168 0.016467
20061229 0.030322 0.056897 -0.011285 0.010854 0.0148 0.012616
20070131 -0.007668 0.020587 0.049568 0.019404 0.022283 0.014059
20070228 -0.025063 -0.059607 0.005619 -0.013994 0.00211 -0.021846
20070330 0.035561 0.014203 0.040354 0.012946 0.006545 0.00998
20070430 0.087292 0.084341 0.087871 0.039821 0.027044 0.043291
20070531 0.015329 0.046864 0.082071 0.038932 0.023123 0.032549
20070629 -0.006416 -0.012664 -0.003563 -0.014754 -0.007906 -0.017816
20070731 -0.003823 0.051306 0.010983 -0.031758 -0.043537 -0.031982
20070831 0.032048 0.058202 -0.038452 0.011631 -0.011737 0.012864
20070928 0.074935 0.009512 0.035106 0.040849 0.025363 0.035794
20071031 0.074648 -0.014261 -0.044116 0.025833 0.017406 0.014822
20071130 0.01101 -0.090768 -0.036322 -0.049327 -0.076617 -0.044043
20071231 -0.011755 0.027762 0.009179 -0.004428 -0.010989 -0.008628
20080131 -0.038618 -0.009158 -0.016676 -0.062147 -0.045082 -0.061163
20080229 -0.009153 0.066754 0.018876 -0.021664 -0.021401 -0.034761
20080331 0.047725 0.011242 0.0824 -0.01042 -0.02531 -0.00596
20080430 -0.032857 0.048289 0.050453 0.051106 0.031907 0.047547
20080530 -0.027348 0.076471 0.009282 0.023841 0.031786 0.010674
20080630 -0.085575 -0.084215 -0.106728 -0.078433 -0.086625 -0.085962
20080731 -0.009234 0.079727 -0.05256 -0.013328 -0.001296 -0.009859
20080829 0.011068 -0.044929 0.017405 0.010563 0.013023 0.012191
20080930 0.022854 -0.039185 -0.157359 -0.098007 -0.120095 -0.090791
20081031 -0.166793 -0.205113 -0.352013 -0.184603 -0.205222 -0.169425
20081128 0.072401 -0.116919 0.073037 -0.084615 -0.13032 -0.074849
20081231 -0.034137 0.031373 0.089778 0.022148 0.042177 0.007822
20090130 -0.056329 0.088997 -0.299978 -0.077324 -0.024042 -0.085657
20090227 -0.043773 0.009602 -0.202269 -0.100212 -0.107667 -0.109931
20090331 0.085924 0.052809 0.136123 0.08669 0.10747 0.085405
20090430 -0.020478 0.065229 0.287554 0.109359 0.192762 0.093925
20090529 0.141928 0.035074 -0.003373 0.067789 0.10233 0.053081
20090630 -0.01546 -0.017501 -0.068246 -0.003098 0.023921 0.000196
20090731 0.03855 0.129381 0.346247 0.081719 0.085217 0.074142
20090831 -0.021469 0.005681 0.02837 0.031459 0.056864 0.03356
20090930 0.109494 0.013215 0.132863 0.045222 0.071251 0.035723
20091030 -0.007263 0.008361 0.080849 -0.027993 -0.050612 -0.019762
20091130 0.08066 0.052152 0.060479 0.057098 0.028444 0.057364
20091231 -0.003497 0.036011 -0.023977 0.028419 0.055 0.017771
20100129 -0.048246 -0.065011 -0.075978 -0.037096 -0.011388 -0.036974
20100226 -0.028203 0.043468 0.092075 0.034775 0.033603 0.028514
20100331 0.051593 0.008572 0.101665 0.063605 0.069271 0.058796
20100430 -0.028182 0.005848 0.090056 0.020043 0.057837 0.014759
20100528 -0.038354 -0.023953 -0.107652 -0.079137 -0.076968 -0.081976
20100630 -0.016342 -0.01421 -0.011356 -0.050717 -0.056666 -0.053882
20100730 0.099561 0.039844 0.16847 0.070293 0.059958 0.068778
20100831 0.014017 -0.035981 -0.065806 -0.042813 -0.047592 -0.047449
20100930 0.055071 0.089418 0.207489 0.091517 0.09637 0.087551
20101029 0.047847 0.070523 0.004575 0.038531 0.040681 0.036856
20101130 0.037345 -0.010376 0.076336 0.005107 0.010661 -0.00229
20101231 0.041159 0.037466 0.107092 0.06715 0.068774 0.0653
20110131 -0.044397 0.103843 0.040465 0.019157 0.014412 0.022646
20110228 0.017025 0.003272 0.061025 0.038165 0.037036 0.031957
20110331 0.045213 0.007351 0.081803 0.003366 0.008605 -0.001047
20110429 0.016883 0.046054 0.040413 0.028688 0.019203 0.028495
20110531 -0.009635 -0.005276 -0.083268 -0.014935 -0.01855 -0.013501
20110630 0.014219 0.015509 0.006238 -0.018395 -0.024106 -0.018258
20110729 0.0107 0.060041 -0.067725 -0.022469 -0.021813 -0.021474
20110831 0.035877 -0.050536 -0.078854 -0.057472 -0.075715 -0.056791
20110930 -0.034351 0.017218 -0.188571 -0.084873 -0.100921 -0.071762
20111031 0.011249 0.055813 0.285482 0.113982 0.107697 0.107723
20111130 -0.009075 0.022315 0.036206 -0.006226 -0.020645 -0.005059
20111230 0.040756 -0.021915 -0.074377 0.003702 -0.003561 0.008533
20120131 -0.034872 0.047422 0.209492 0.054077 0.085342 0.043583
20120229 0.034503 0.025337 0.046646 0.041186 0.036494 0.040589
20120330 0.066705 0.060591 -0.067332 0.023994 0.0176 0.031332
20120430 0.031212 -0.007525 -0.030886 -0.006801 -0.009106 -0.007497
20120531 -0.020833 -0.064371 -0.147417 -0.065531 -0.068438 -0.062651
20120629 0.053125 0.013893 -0.030929 0.038156 0.034177 0.039555
20120731 0.03338 0.002045 -0.00212 0.010266 -0.003281 0.012598
20120831 -0.074257 -0.001429 0.0133 0.026265 0.02482 0.019763
20120928 0.020989 0.064665 0.008321 0.026539 0.034924 0.024236
20121031 -0.019773 -0.06228 -0.008252 -0.014101 -0.013487 -0.019789
20121130 0.026762 -0.018558 0.00507 0.006193 0.00279 0.002847
20121231 -0.04404 0.007787 0.05735 0.012531 0.021872 0.007068
20130131 0.02731 0.060141 0.097999 0.054093 0.063509 0.050428
20130228 0.039742 -0.006845 -0.061185 0.008331 0.0035 0.011061
20130328 0.051653 0.062092 -0.058461 0.035274 0.031412 0.035988
20130430 0.046736 -0.050445 -0.020467 0.014945 0.002477 0.018086
20130531 -0.05528 0.031747 0.013346 0.019066 0.023973 0.020763
20130628 0.010002 -0.08129 -0.038578 -0.015039 -0.013012 -0.014999
20130731 -0.000748 0.020564 0.012365 0.052681 0.054898 0.049462
20130830 -0.047405 -0.060603 -0.004463 -0.025714 -0.017278 -0.031298
20130930 -0.000524 0.015965 0.010419 0.037477 0.051828 0.029749
20131031 0.044615 -0.032239 0.006715 0.039851 0.025762 0.044596
20131129 0.022744 0.007924 0.014875 0.024947 0.023398 0.028049
20131231 0.027868 0.043911 0.073404 0.026126 0.025242 0.023563
20140131 -0.084483 -0.058058 0.040744 -0.029957 -0.001282 -0.035583
20140228 0.010048 0.05343 0.032584 0.046173 0.044257 0.043117
20140331 0.020026 0.039531 0.02475 0.004469 0.001027 0.006932
20140430 0.055096 0.020676 0.06672 0.00166 -0.022319 0.006201
20140530 0.002942 -0.056039 -0.030076 0.020218 0.006647 0.02103
20140630 0.042899 -0.016761 0.062995 0.027941 0.039496 0.019058
20140731 -0.072474 0.057373 -0.06644 -0.020524 -0.035223 -0.01508
20140829 0.061848 0.009026 0.082581 0.040171 0.033687 0.037655
20140930 0.029842 -0.012845 -0.092051 -0.025129 -0.045004 -0.015514
20141031 -0.018284 -0.133962 0.031102 0.021176 0.014195 0.023201
20141128 0.077722 -0.006873 -0.007987 0.02115 -0.002457 0.024534
20141231 -0.05822 -0.010668 -0.090159 -0.003616 -0.000214 -0.004189
20150130 -0.02487 -0.04444 -0.11865 -0.027152 -0.019073 -0.031041
20150227 0.051737 0.063466 0.036639 0.055948 0.054123 0.054893
20150331 -0.055889 -0.008892 -0.03462 -0.010439 -0.005137 -0.017396
20150430 0.000247 0.067227 0.09434 0.008722 0.015127 0.008521
20150529 0.009862 -0.001985 -0.017956 0.010323 0.003956 0.010491
20150630 -0.03418 -0.041202 -0.00586 -0.019258 -0.013477 -0.021012
20150731 0.047158 -0.004119 -0.0639 0.012095 -0.027148 0.019742
20150831 -0.042843 -0.079017 -0.027852 -0.059993 -0.047289 -0.062581
20150930 0.028739 -0.019744 -0.14495 -0.033735 -0.049941 -0.026443
20151030 0.055583 -0.033731 0.128519 0.07396 0.052846 0.082983
20151130 0.014168 0.004569 -0.004658 0.002442 0.00733 0.000505
20151231 0.007977 -0.012911 -0.064556 -0.022261 -0.035915 -0.01753
